WO,StartDate,EndDate,Equipment,Value,FunctionalLocation,OrderType,WBS,Activity,Notification,Priority,Fun.Loc
80007813,06/02/17,06/02/17,90020119,3865.1,GC05-15-01180-01-030,R,GC05-17-902-01,J,,6,GC05-15
80007814,06/02/17,06/02/17,90020162,1088,GC05-20-01330-01-005,R,GC05-17-904-01,J,,6,GC05-20
80007815,06/02/17,06/02/17,90020052,5106.4,GC05-10-01090-01-010,R,GC05-17-001-03,R,,6,GC05-10
80007816,06/02/17,06/02/17,90020666,560.2,GC05-35-02600-01-900,R,GC05-17-910-01,J,,6,GC05-35
80007817,06/02/17,06/02/17,22593,1330,GC05-20-01330-01-050,R,GC05-17-904-01,J,,6,GC05-20
80007818,06/02/17,06/02/17,90020176,16613,GC05-20-01330-01-040,R,GC05-17-904-01,J,,6,GC05-20
80007819,06/02/17,06/02/17,90020252,0,GC05-25-01420-01-030,R,GC05-17-905-01,J,,6,GC05-25
80007820,06/02/17,06/02/17,90020208,15028.8,GC05-20-01330-01-050,R,GC05-17-904-01,J,,6,GC05-20
80007821,06/02/17,06/02/17,90020667,272,GC05-20-01330-01-005,R,GC05-17-904-01,J,,6,GC05-20
80007822,06/02/17,06/02/17,90020119,2666.4,GC05-15-01180-01-030,R,GC05-17-902-01,J,,9,GC05-15
80007823,06/02/17,06/02/17,90020098,64.8,GC05-15-01180-01-005,R,GC05-17-902-01,J,,6,GC05-15
80007824,06/02/17,06/02/17,90020212,1412.4,GC05-20-01690-01-015,R,GC05-17-912-01,J,,6,GC05-20
80007825,06/02/17,06/02/17,21849,685.6,GC05-35-02600-01-005,R,GC05-17-910-01,J,,6,GC05-35
80007826,06/02/17,06/02/17,90020192,142588,GC05-20-01330-01-045,R,GC05-17-005-03,R,,6,GC05-20
80007863,02/20/2017,02/20/2017,90020527,12296,GC05-40-02720-01-999,R,GC05-17-018-03,R,,N,GC05-40
80007864,02/20/2017,02/20/2017,90020150,3700,GC05-15-01270-01-035,R,GC05-17-903-01,J,,,GC05-15
80007865,02/20/2017,02/20/2017,90020131,3600,GC05-15-01180-01-030,R,GC05-17-003-03,R,,,GC05-15
80007675,12/01/17,01/03/17,90020624,2200,GC05-40-02590-01-999,R,GC05-17-016-03,R,,N,GC05-40
80007893,03/03/17,03/03/17,90020667,10446.4,GC05-20-01330-01-005,R,GC05-17-904-01,J,,,GC05-20
80007829,07/02/17,06/03/17,90020103,1985.6,GC05-15-01180-01-030,R,GC05-17-003-01,F,,4,GC05-15
80007894,06/03/17,06/03/17,90020218,1982,GC05-20-01690-01-020,R,GC05-17-006-03,R,,3,GC05-20
80007895,06/03/17,06/03/17,22642,6073.1,GC05-30-01540-04-073,R,GC05-17-011-03,R,,4,GC05-30
80007839,09/02/17,09/03/17,90020151,3700,GC05-15-01270-01-035,R,GC05-17-004-03,R,,4,GC05-15
80007912,10/03/17,03/17/2017,22643,1632,GC05-30-01540-04-073,R,GC05-17-011-03,R,,3,GC05-30
80007919,03/15/2017,03/17/2017,90020194,1175.3,GC05-20-01330-01-045,R,GC05-17-904-01,J,,,GC05-20
80007928,03/16/2017,03/17/2017,22532,2813.8,GC05-15-01180-01-048,R,GC05-17-003-03,R,,3,GC05-15
80007945,03/20/2017,03/21/2017,90020090,1752.6,GC05-15-01180-01-005,R,GC05-17-003-03,R,,2,GC05-15
80007947,03/20/2017,03/24/2017,90020626,3162,GC05-15-01180-01-005,R,GC05-17-902-01,J,,3,GC05-15
80007982,03/28/2017,03/29/2017,90020073,1156,GC05-25-01420-00-010,R,GC05-17-007-03,R,,2,GC05-25
80007962,03/23/2017,03/30/2017,90020560,1412,GC05-40-03750-01-095,R,GC05-17-019-03,R,,U,GC05-40
80007970,03/23/2017,03/30/2017,90020352,952,GC05-25-01690-02-005,R,GC05-17-008-03,R,,3,GC05-25
80007972,03/13/2017,03/30/2017,22594,3042.3,GC05-20-01330-01-050,R,GC05-17-005-03,R,,4,GC05-20
80007974,03/24/2017,03/30/2017,90020061,544,GC05-10-01690-01-020,R,GC05-17-002-03,R,,3,GC05-10
80007975,03/24/2017,03/30/2017,90020357,2788,GC05-25-01690-02-035,R,GC05-17-008-03,R,,3,GC05-25
80007981,03/28/2017,03/30/2017,90020442,1224,GC05-30-01540-04-005,R,GC05-17-011-03,R,,2,GC05-30
80007680,12/01/17,03/31/2017,90020090,28175.3,GC05-15-01180-01-005,R,GC05-17-003-03,R,,N,GC05-15
80007917,03/14/2017,03/31/2017,90020224,3500.1,GC05-20-01690-01-020,R,GC05-17-006-03,R,,3,GC05-20
80007979,03/27/2017,03/31/2017,90020223,2125.4,GC05-20-01690-01-020,R,GC05-17-006-03,R,,3,GC05-20
80007980,03/27/2017,03/31/2017,90020497,180,GC05-35-02600-01-900,R,GC05-17-013-03,R,,3,GC05-35
80007986,03/28/2017,03/31/2017,90020377,1624,GC05-30-01480-01-060,R,GC05-17-009-03,R,,3,GC05-30
80007987,03/28/2017,03/31/2017,90020372,720,GC05-30-01480-01-005,R,GC05-17-009-03,R,,3,GC05-30
80008084,03/04/17,03/04/17,90020178,22486,GC05-20-01330-01-040,R,GC05-17-005-03,R,,N,GC05-20
80008090,01/02/17,04/04/17,90020512,0,GC05-40-02590-01-999,R,GC05-17-016-03,R,,N,GC05-40
80008036,04/04/17,05/04/17,90020195,3740,GC05-20-01330-01-045,R,GC05-17-904-01,J,,6,GC05-20
80008041,04/04/17,05/04/17,90020666,272,GC05-35-02600-01-900,R,GC05-17-910-01,J,,6,GC05-35
80008038,04/04/17,06/04/17,90020061,2102.2,GC05-10-01690-01-020,R,GC05-17-901-01,J,,6,GC05-10
80008045,04/04/17,06/04/17,90020209,0,GC05-20-01330-01-050,R,GC05-17-904-01,J,,6,GC05-20
80008047,04/04/17,06/04/17,90020478,4577,GC05-35-02600-01-030,R,GC05-17-910-01,J,,6,GC05-35
80008042,06/04/17,07/04/17,90020056,3282,GC05-10-01690-01-015,R,GC05-17-901-01,J,,6,GC05-10
80008043,06/04/17,07/04/17,90020098,1360,GC05-15-01180-01-005,R,GC05-17-902-01,J,,6,GC05-15
80008037,04/04/17,10/04/17,90020200,1000,GC05-20-01330-01-050,R,GC05-17-904-01,J,,6,GC05-20
80008039,07/04/17,10/04/17,90020162,414.8,GC05-20-01330-01-005,R,GC05-17-904-01,J,,6,GC05-20
80008044,04/04/17,10/04/17,90020176,2881.1,GC05-20-01330-01-040,R,GC05-17-904-01,J,,6,GC05-20
80008058,11/04/17,11/04/17,90020137,1224,GC05-15-01180-01-048,R,GC05-17-902-01,J,,6,GC05-15
80008059,10/04/17,11/04/17,90020202,833.6,GC05-20-01330-01-050,R,GC05-17-904-01,J,,6,GC05-20
80008048,07/04/17,04/13/2017,90020462,870,GC05-35-02660-02-999,R,GC05-17-015-03,R,,6,GC05-35
80008049,11/04/17,04/13/2017,21860,4624,GC05-25-01420-00-015,R,GC05-17-007-03,R,,6,GC05-25
80008050,07/04/17,04/13/2017,90020120,1440,GC05-15-01180-01-030,R,GC05-17-902-01,J,,6,GC05-15
80008061,12/04/17,04/13/2017,90020089,2920.8,GC05-15-01180-01-005,R,GC05-17-902-01,J,,6,GC05-15
80008057,10/04/17,04/18/2017,90020212,8867.5,GC05-20-01690-01-015,R,GC05-17-912-01,J,,6,GC05-20
80008051,11/04/17,04/19/2017,90020090,1293,GC05-15-01180-01-005,R,GC05-17-902-01,J,,6,GC05-15
80008056,04/04/17,04/19/2017,22646,33267.4,GC05-20-01330-01-045,R,GC05-17-904-01,J,,6,GC05-20
80008063,04/18/2017,04/19/2017,22504,2050.8,GC05-15-01180-01-048,R,GC05-17-902-01,J,,6,GC05-15
80008064,04/04/17,04/19/2017,90020192,84585.8,GC05-20-01330-01-045,R,GC05-17-904-02,J,,6,GC05-20
80008054,04/18/2017,04/20/2017,90020213,625,GC05-20-01690-01-015,R,GC05-17-912-01,J,,6,GC05-20
80008072,04/20/2017,04/20/2017,90020063,2786.6,GC05-10-01690-01-020,R,GC05-17-901-01,J,,6,GC05-10
80008192,04/18/2017,04/20/2017,90020105,3276.5,GC05-15-01180-01-030,R,GC05-17-003-03,R,,3,GC05-15
80008060,12/04/17,04/21/2017,90020103,12085.6,GC05-15-01180-01-030,R,GC05-17-902-01,J,,6,GC05-15
80008052,04/18/2017,04/24/2017,90020194,3622.5,GC05-20-01330-01-045,R,GC05-17-904-01,J,,6,GC05-20
80008071,04/19/2017,04/25/2017,90020215,12753.9,GC05-20-01690-01-015,R,GC05-17-912-01,J,,6,GC05-20
80008274,04/20/2017,04/25/2017,90020328,451.4,GC05-25-01690-01-005,R,GC05-17-008-03,R,,3,GC05-25
80008055,04/20/2017,04/26/2017,90020626,20756.6,GC05-15-01180-01-005,R,GC05-17-902-01,J,,6,GC05-15
80008275,04/20/2017,04/28/2017,90020565,575,GC05-40-03750-01-100,R,GC05-17-019-03,R,,3,GC05-40
80008347,04/25/2017,04/28/2017,22506,7751.9,GC05-40-02720-01-999,R,GC05-17-018-03,R,,1,GC05-40
80008348,04/25/2017,04/28/2017,90020376,2183.9,GC05-30-01480-01-060,R,GC05-17-009-03,R,,3,GC05-30
80007599,02/01/16,04/30/2017,22318,13864.7,GC05-35-02660-03-999,R,GC05-17-015-03,R,,N,GC05-35
80007899,07/03/17,04/30/2017,21827,2190,GC05-40-02720-01-999,R,GC05-17-018-03,R,,5,GC05-40
80007973,03/13/2017,04/30/2017,90020560,2448,GC05-40-03750-01-095,R,GC05-17-019-03,R,,4,GC05-40
80007991,01/04/17,04/30/2017,90020203,10443.7,GC05-20-01330-01-050,R,GC05-17-904-01,J,,6,GC05-20
80008080,03/04/17,04/30/2017,22316,1010,GC05-35-02660-03-999,R,GC05-17-015-03,R,,3,GC05-35
80008069,04/18/2017,02/05/17,90020152,3295.8,GC05-15-01270-01-035,R,GC05-17-903-01,J,,6,GC05-15
80007749,01/23/2017,05/31/2017,90020053,1400,GC05-10-01090-01-010,R,GC05-17-001-03,R,,N,GC05-10
80007976,03/24/2017,05/31/2017,90020443,26980,GC05-30-01540-04-073,R,GC05-17-011-03,R,,3,GC05-30
80008246,01/04/17,05/31/2017,90020376,3370,GC05-30-01480-01-060,R,GC05-17-009-03,R,,3,GC05-30
80008598,05/18/2017,06/22/2017,90020197,1490,GC05-20-01330-01-045,R,GC05-17-005-01,F,,3,GC05-20
80008487,12/05/17,06/30/2017,90020500,1800,GC05-40-02590-01-999,R,GC05-17-016-03,R,,N,GC05-40
80008636,05/23/2017,06/30/2017,90020194,5262.9,GC05-20-01330-01-045,R,GC05-17-005-03,R,,4,GC05-20
80008638,05/23/2017,06/30/2017,90020268,0,GC05-25-01420-02-030,R,GC05-17-007-03,R,1006120,2,GC05-25
80008639,05/23/2017,06/30/2017,90020268,1126,GC05-25-01420-02-030,R,GC05-17-007-03,R,,2,GC05-25
80008644,05/22/2017,06/30/2017,90020198,1776,GC05-20-01330-01-045,R,GC05-17-005-03,R,,2,GC05-20
80008678,05/24/2017,06/30/2017,90020474,3795,GC05-35-02600-01-030,R,GC05-17-013-03,R,,2,GC05-35
80008683,05/25/2017,06/30/2017,90020312,1224,GC05-25-01690-01-005,R,GC05-17-008-03,R,,4,GC05-25
80008684,05/25/2017,06/30/2017,90020061,1088,GC05-10-01690-01-020,R,GC05-17-002-03,R,,4,GC05-10
80008698,05/29/2017,06/30/2017,90020284,2027.3,GC05-25-01420-02-030,R,GC05-17-007-03,R,,3,GC05-25
80008705,05/30/2017,06/30/2017,90020096,0,GC05-15-01180-01-005,R,GC05-17-003-03,R,,3,GC05-15
80009127,06/27/2017,07/07/17,90020249,499.5,GC05-25-01420-01-030,R,GC05-17-007-03,R,,3,GC05-25
80009161,06/29/2017,07/07/17,90020365,0,GC05-25-01690-02-035,R,GC05-17-008-03,R,,3,GC05-25
80009162,06/29/2017,07/07/17,90020264,1584.7,GC05-25-01420-02-005,R,GC05-17-007-03,R,,3,GC05-25
80009247,04/07/17,10/07/17,22643,840,GC05-30-01540-04-073,R,GC05-17-011-03,R,,3,GC05-30
80009248,04/07/17,10/07/17,90020221,0,GC05-20-01690-01-020,R,GC05-17-006-03,R,,3,GC05-20
80009255,04/07/17,10/07/17,90020478,840,GC05-35-02600-01-030,R,GC05-17-013-03,R,,3,GC05-35
80009333,11/07/17,07/14/2017,90020208,2421.7,GC05-20-01330-01-050,R,GC05-17-005-01,F,,1,GC05-20
80009343,07/13/2017,07/14/2017,90020218,0,GC05-20-01690-01-020,R,GC05-17-006-03,R,,2,GC05-20
80009154,06/28/2017,07/17/2017,90020600,952,GC05-25-01420-00-005,R,GC05-17-007-03,R,,3,GC05-25
80009284,07/07/17,07/17/2017,90020239,408,GC05-25-01420-01-030,R,GC05-17-007-03,R,,2,GC05-25
80009309,10/07/17,07/17/2017,90020249,544,GC05-25-01420-01-030,R,GC05-17-007-03,R,,3,GC05-25
80009310,10/07/17,07/17/2017,90020220,0,GC05-20-01690-01-020,R,GC05-17-006-03,R,,3,GC05-20
80009311,10/07/17,07/17/2017,90020283,2118.8,GC05-25-01420-02-030,R,GC05-17-007-03,R,,3,GC05-25
80009314,10/07/17,07/17/2017,90020376,0,GC05-30-01480-01-060,R,GC05-17-009-03,R,,3,GC05-30
80009352,07/17/2017,07/17/2017,90020307,952,GC05-25-01420-03-030,R,GC05-17-007-03,R,1006771,3,GC05-25
80009353,07/17/2017,07/17/2017,90020292,680,GC05-25-01420-03-005,R,GC05-17-007-03,R,1006772,3,GC05-25
80009354,07/17/2017,07/17/2017,90020293,0,GC05-25-01420-03-005,R,GC05-17-007-03,R,1006773,3,GC05-25
80009362,07/19/2017,07/19/2017,90020281,4150,GC05-25-01420-02-030,R,GC05-17-007-03,R,1006719,3,GC05-25
80009336,12/07/17,07/21/2017,22642,544,GC05-30-01540-04-073,R,GC05-17-011-03,R,,3,GC05-30
80009339,12/07/17,07/21/2017,90020242,0,GC05-25-01420-01-030,R,GC05-17-007-03,R,,4,GC05-25
80009345,07/14/2017,07/21/2017,90020057,340,GC05-10-01690-01-015,R,GC05-17-002-03,R,,2,GC05-10
80009346,07/14/2017,07/21/2017,22647,0,GC05-20-01330-01-045,R,GC05-17-005-01,F,,3,GC05-20
80009365,07/19/2017,07/21/2017,22548,100,GC05-35-02600-01-900,R,GC05-17-013-03,R,1006783,3,GC05-35
80009372,07/21/2017,07/21/2017,90020058,0,GC05-10-01690-01-020,R,GC05-17-002-03,R,1006682,4,GC05-10
80009373,07/21/2017,07/21/2017,90020584,1446.9,GC05-40-03810-01-130,R,GC05-17-021-03,R,1006059,4,GC05-40
80009374,07/21/2017,07/21/2017,90020260,272,GC05-25-01420-02-005,R,GC05-17-007-03,R,1006106,4,GC05-25
80009316,10/07/17,07/24/2017,90020401,0,GC05-30-01540-00-999,R,GC05-17-011-03,R,,3,GC05-30
80009317,10/07/17,07/24/2017,90020353,240,GC05-25-01690-02-035,R,GC05-17-008-03,R,,4,GC05-25
80009318,10/07/17,07/24/2017,90020593,1680,GC05-30-01540-00-999,R,GC05-17-011-03,R,,3,GC05-30
80009319,10/07/17,07/24/2017,90020190,1491.7,GC05-20-01330-01-045,R,GC05-17-005-03,R,,3,GC05-20
80009322,10/07/17,07/24/2017,90020595,1808.9,GC05-25-01420-00-005,R,GC05-17-007-03,R,,3,GC05-25
80009347,07/17/2017,07/24/2017,90020229,1114.6,GC05-25-01420-01-005,R,GC05-17-007-03,R,,3,GC05-25
80009348,07/17/2017,07/28/2017,21872,680,GC05-25-01420-00-015,R,GC05-17-007-03,R,,3,GC05-25
80009363,07/19/2017,07/28/2017,90020390,1632,GC05-30-01480-01-065,R,GC05-17-009-03,R,1006780,3,GC05-30
80009416,07/28/2017,07/28/2017,90020390,816,GC05-30-01480-01-065,R,GC05-17-009-03,R,1006806,4,GC05-30
80008699,05/29/2017,07/30/2017,22638,0,GC05-30-01540-04-073,R,GC05-17-011-03,R,,4,GC05-30
80008701,05/29/2017,07/30/2017,90020381,0,GC05-30-01480-01-060,R,GC05-17-009-03,R,,3,GC05-30
80008704,12/06/17,07/30/2017,90020206,1790.4,GC05-20-01330-01-050,R,GC05-17-005-03,R,,5,GC05-20
80009099,06/23/2017,07/30/2017,90020274,-0.4,GC05-25-01420-02-030,R,GC05-17-007-03,R,,3,GC05-25
80009249,04/07/17,07/31/2017,90020224,1462,GC05-20-01690-01-020,R,GC05-17-006-03,R,,4,GC05-20
80009349,07/17/2017,07/31/2017,90020376,272,GC05-30-01480-01-060,R,GC05-17-009-03,R,,3,GC05-30
80009350,07/17/2017,07/31/2017,90020239,1083.7,GC05-25-01420-01-030,R,GC05-17-007-03,R,,3,GC05-25
80009351,07/17/2017,07/31/2017,90020449,952,GC05-30-01541-01-073,R,GC05-17-024-03,R,,4,GC05-30
80009355,07/17/2017,07/31/2017,90020444,200,GC05-30-01541-01-073,R,GC05-17-024-03,R,,3,GC05-30
80009356,07/17/2017,07/31/2017,90020149,272,GC05-15-01270-01-035,R,GC05-17-004-03,R,,3,GC05-15
80009358,07/18/2017,07/31/2017,22674,680,GC05-20-01330-01-050,R,GC05-17-005-03,R,,3,GC05-20
80009360,07/18/2017,07/31/2017,90020662,240,GC05-35-02660-02-999,R,GC05-17-015-03,R,,2,GC05-35
80009364,07/19/2017,07/31/2017,90020118,2232.2,GC05-15-01180-01-030,R,GC05-17-003-03,R,1006782,3,GC05-15
80009366,07/19/2017,07/31/2017,90020073,1496,GC05-25-01420-00-010,R,GC05-17-007-03,R,,3,GC05-25
80009367,07/20/2017,07/31/2017,90020432,272,GC05-30-01540-04-005,R,GC05-17-011-03,R,,3,GC05-30
80009368,07/20/2017,07/31/2017,22667,544,GC05-30-01480-01-060,R,GC05-17-009-03,R,1006363,3,GC05-30
80009402,07/27/2017,07/31/2017,90020474,702.5,GC05-35-02600-01-030,R,GC05-17-013-03,R,,2,GC05-35
80009410,07/28/2017,07/31/2017,90020448,200,GC05-30-01541-01-073,R,GC05-17-024-03,R,,3,GC05-30
80009328,11/07/17,01/08/17,90020451,1224,GC05-35-02570-01-999,R,GC05-17-012-03,R,,4,GC05-35
80009470,03/08/17,03/08/17,90020306,272,GC05-25-01420-03-030,R,GC05-17-007-03,R,1006861,4,GC05-25
80009395,07/26/2017,04/08/17,90020235,952,GC05-25-01420-01-005,R,GC05-17-007-03,R,,3,GC05-25
80009396,07/26/2017,04/08/17,90020084,0,GC05-25-01420-00-010,R,GC05-17-007-03,R,,3,GC05-25
80009437,01/08/17,04/08/17,90020335,7351.6,GC05-25-01690-01-035,R,GC05-17-008-03,R,,3,GC05-25
80009392,07/25/2017,05/08/17,90020342,0,GC05-25-01690-02-005,R,GC05-17-008-03,R,,3,GC05-25
80009371,07/24/2017,07/08/17,90020073,1912,GC05-25-01420-00-010,R,GC05-17-007-03,R,,3,GC05-25
80009375,07/24/2017,07/08/17,22674,0,GC05-20-01330-01-050,R,GC05-17-005-03,R,,4,GC05-20
80009475,04/08/17,07/08/17,90020092,0,GC05-15-01180-01-005,R,GC05-17-003-03,R,,2,GC05-15
80009391,07/25/2017,08/08/17,90020350,0,GC05-25-01690-02-005,R,GC05-17-008-03,R,,3,GC05-25
80009401,07/27/2017,11/08/17,21851,1734,GC05-25-01420-00-015,R,GC05-17-007-03,R,,3,GC05-25
80009434,01/08/17,11/08/17,22575,0,GC05-30-01480-01-060,R,GC05-17-009-03,R,,4,GC05-30
80008724,05/30/2017,08/15/2017,90020221,612,GC05-20-01690-01-020,R,GC05-17-912-01,J,,5,GC05-20
80008725,05/30/2017,08/15/2017,90020213,1088,GC05-20-01690-01-015,R,GC05-17-912-01,J,,5,GC05-20
80008726,05/30/2017,08/15/2017,90020208,36868.3,GC05-20-01330-01-050,R,GC05-17-904-01,J,,5,GC05-20
80008730,05/30/2017,08/15/2017,90020052,4231.6,GC05-10-01090-01-010,R,GC05-17-001-03,R,,5,GC05-10
80008731,05/30/2017,08/15/2017,90020626,5412.9,GC05-15-01180-01-005,R,GC05-17-902-01,J,,5,GC05-15
80008733,05/30/2017,08/15/2017,90020467,46.5,GC05-35-02600-01-030,R,GC05-17-910-01,J,,5,GC05-35
80008736,05/30/2017,08/15/2017,22504,686.1,GC05-15-01180-01-048,R,GC05-17-902-01,J,,5,GC05-15
80008740,05/30/2017,08/15/2017,90020495,1916.1,GC05-35-02600-01-900,R,GC05-17-910-01,J,,5,GC05-35
80008757,05/31/2017,08/15/2017,22650,1498,GC05-20-01330-01-045,R,GC05-17-904-01,J,,5,GC05-20
80008771,05/31/2017,08/15/2017,90020113,2312,GC05-15-01180-01-030,R,GC05-17-902-01,J,,5,GC05-15
80008773,05/31/2017,08/15/2017,90020194,4234,GC05-20-01330-01-045,R,GC05-17-904-01,J,,5,GC05-20
80008774,05/31/2017,08/15/2017,90020667,4812,GC05-20-01330-01-005,R,GC05-17-904-01,J,,5,GC05-20
80008775,05/31/2017,08/15/2017,90020061,272,GC05-10-01690-01-020,R,GC05-17-901-01,J,,5,GC05-10
80008778,05/31/2017,08/15/2017,90020312,0,GC05-25-01690-01-005,R,GC05-17-908-01,J,,5,GC05-25
80008780,05/31/2017,08/15/2017,21849,1360,GC05-35-02600-01-005,R,GC05-17-910-01,J,1006600,5,GC05-35
80008830,02/06/17,08/15/2017,90020209,0,GC05-20-01330-01-050,R,GC05-17-904-01,J,,5,GC05-20
80008831,02/06/17,08/15/2017,90020469,1900,GC05-35-02600-01-030,R,GC05-17-910-01,J,,5,GC05-35
80008833,02/06/17,08/15/2017,22503,1735.5,GC05-15-01180-01-030,R,GC05-17-902-01,J,,5,GC05-15
80008835,02/06/17,08/15/2017,22549,0,GC05-20-01330-01-045,R,GC05-17-904-01,J,,5,GC05-20
80008849,05/06/17,08/15/2017,90020105,680,GC05-15-01180-01-030,R,GC05-17-902-01,J,,5,GC05-15
80008850,05/06/17,08/15/2017,90020117,408,GC05-15-01180-01-030,R,GC05-17-902-01,J,,5,GC05-15
80008851,05/06/17,08/15/2017,22315,1224,GC05-35-02660-03-999,R,GC05-17-015-03,R,,5,GC05-35
80008852,05/06/17,08/15/2017,90020134,0,GC05-15-01180-01-048,R,GC05-17-902-01,J,,5,GC05-15
80008853,05/06/17,08/15/2017,22531,444.1,GC05-15-01180-01-048,R,GC05-17-902-01,J,,5,GC05-15
80008855,05/06/17,08/15/2017,90020370,680,GC05-30-01480-01-005,R,GC05-17-009-03,R,,5,GC05-30
80008858,05/06/17,08/15/2017,22314,960,GC05-35-02660-03-999,R,GC05-17-015-03,R,,5,GC05-35
80008861,05/06/17,08/15/2017,90020132,720,GC05-15-01180-01-030,R,GC05-17-902-01,J,,5,GC05-15
80008863,05/06/17,08/15/2017,90020058,2059.1,GC05-10-01690-01-020,R,GC05-17-901-01,J,,5,GC05-10
80008896,06/06/17,08/15/2017,90020563,2626.2,GC05-40-03750-01-100,R,GC05-17-019-03,R,,5,GC05-40
80008937,12/06/17,08/15/2017,90020056,13080.6,GC05-10-01690-01-015,R,GC05-17-901-01,J,,5,GC05-10
80008941,12/06/17,08/15/2017,90020207,12399.4,GC05-20-01330-01-050,R,GC05-17-904-01,J,,5,GC05-20
80008942,12/06/17,08/15/2017,90020176,16076,GC05-20-01330-01-040,R,GC05-17-904-01,J,,5,GC05-20
80009021,06/19/2017,08/15/2017,90020209,4342.9,GC05-20-01330-01-050,R,GC05-17-904-01,J,,5,GC05-20
80009022,06/19/2017,08/15/2017,90020116,12841.9,GC05-15-01180-01-030,R,GC05-17-902-01,J,,5,GC05-15
80009039,06/20/2017,08/15/2017,90020266,0,GC05-25-01420-02-005,R,GC05-17-007-03,R,,4,GC05-25
80009049,06/20/2017,08/15/2017,90020345,0,GC05-25-01690-02-005,R,GC05-17-008-03,R,,4,GC05-25
80009101,06/23/2017,08/15/2017,10000024,0,GC05-20-01330-01-040,R,GC05-17-005-03,R,,,GC05-20
80009102,06/23/2017,08/15/2017,10000024,2400,GC05-20-01330-01-040,R,GC05-17-005-03,R,,,GC05-20
80009103,06/23/2017,08/15/2017,90020220,0,GC05-20-01690-01-020,R,GC05-17-006-03,R,,4,GC05-20
80009104,06/23/2017,08/15/2017,90020376,408,GC05-30-01480-01-060,R,GC05-17-009-03,R,,3,GC05-30
80009126,06/27/2017,08/15/2017,90020342,3792,GC05-25-01690-02-005,R,GC05-17-008-03,R,,3,GC05-25
80009433,08/14/2017,08/18/2017,90020375,11392.9,GC05-30-01480-01-060,R,GC05-17-009-03,R,,4,GC05-30
80009435,08/14/2017,08/18/2017,90020391,0,GC05-30-01480-01-065,R,GC05-17-009-03,R,,4,GC05-30
80009436,01/08/17,08/19/2017,90020390,0,GC05-30-01480-01-065,R,GC05-17-009-03,R,,4,GC05-30
80009441,01/08/17,08/19/2017,90020310,816,GC05-25-01690-01-005,R,GC05-17-008-03,R,,4,GC05-25
80009457,02/08/17,08/19/2017,90020249,499.5,GC05-25-01420-01-030,R,GC05-17-007-03,R,,3,GC05-25
80009458,02/08/17,08/19/2017,22599,1320,GC05-20-01330-01-040,R,GC05-17-005-03,R,,4,GC05-20
80009459,02/08/17,08/19/2017,90020264,1934,GC05-25-01420-02-005,R,GC05-17-007-03,R,,3,GC05-25
80009397,07/26/2017,08/25/2017,22643,3067.3,GC05-30-01540-04-073,R,GC05-17-011-03,R,,4,GC05-30
80009398,07/26/2017,08/25/2017,90020053,0,GC05-10-01090-01-010,R,GC05-17-001-03,R,,3,GC05-10
80009399,07/26/2017,08/25/2017,90020063,0,GC05-10-01690-01-020,R,GC05-17-002-03,R,,3,GC05-10
80009400,07/26/2017,08/25/2017,90020448,0,GC05-30-01541-01-073,R,GC05-17-024-03,R,,4,GC05-30
80009415,07/31/2017,08/28/2017,90020329,408,GC05-25-01690-01-005,R,GC05-17-008-03,R,1004573,3,GC05-25
80009523,08/14/2017,08/30/2017,90020214,3406.3,GC05-20-01690-01-015,R,GC05-17-912-01,J,,4,GC05-20
80008722,05/30/2017,08/31/2017,90020342,4875.9,GC05-25-01690-02-005,R,GC05-17-008-03,R,,4,GC05-25
80009474,04/08/17,08/31/2017,90020329,0,GC05-25-01690-01-005,R,GC05-17-008-03,R,,3,GC05-25
80009524,08/14/2017,08/31/2017,90020114,0,GC05-15-01180-01-030,R,GC05-17-902-01,J,,4,GC05-15
80009525,08/14/2017,08/31/2017,90020112,272,GC05-15-01180-01-030,R,GC05-17-902-01,J,,4,GC05-15
80009526,08/14/2017,08/31/2017,90020061,1159.3,GC05-10-01690-01-020,R,GC05-17-901-01,J,,4,GC05-10
80009528,08/14/2017,08/31/2017,90020090,0,GC05-15-01180-01-005,R,GC05-17-902-01,J,,4,GC05-15
80009541,08/21/2017,08/31/2017,90020176,22420.3,GC05-20-01330-01-040,R,GC05-17-904-01,J,,4,GC05-20
80009712,08/31/2017,08/31/2017,90020367,731.4,GC05-25-01690-02-035,R,GC05-17-008-03,R,1006994,3,GC05-25
80009714,08/31/2017,08/31/2017,90020353,0,GC05-25-01690-02-035,R,GC05-17-008-03,R,1007012,3,GC05-25
80009707,08/31/2017,01/09/17,90020355,272,GC05-25-01690-02-035,R,GC05-17-008-03,R,1007008,2,GC05-25
80009312,12/07/17,04/09/17,90020438,1724,GC05-30-01540-04-005,R,GC05-17-011-03,R,,4,GC05-30
80009708,08/31/2017,08/09/17,22634,15.1,GC05-30-01540-04-005,R,GC05-17-011-03,R,1007011,2,GC05-30
80009709,08/31/2017,08/09/17,90020390,0,GC05-30-01480-01-065,R,GC05-17-009-03,R,1007009,2,GC05-30
80009717,08/31/2017,08/09/17,90020432,0,GC05-30-01540-04-005,R,GC05-17-011-03,R,1007038,3,GC05-30
80009670,08/30/2017,11/09/17,90020487,1156,GC05-35-02600-01-900,R,GC05-17-013-03,R,,3,GC05-35
