WO,StartDate,EndDate,Equipment,Value,FunctionalLocation,OrderType,WBS,Activity,Notification,Priority,Fun.Loc
80011548,07/25/2018,08/21/2018,22593,3128,GC05-20-01330-01-050,R,GC05-18-904-01,J,,5,GC05-20
80011549,07/25/2018,08/21/2018,90020666,1063.9,GC05-35-02600-01-900,R,GC05-18-910-01,J,,5,GC05-35
80011550,07/25/2018,08/21/2018,21849,697.2,GC05-35-02600-01-005,R,GC05-18-910-01,J,,5,GC05-35
80011551,07/25/2018,08/21/2018,90020473,1638.6,GC05-35-02600-01-030,R,GC05-18-910-01,J,,5,GC05-35
80011552,07/25/2018,08/21/2018,90020474,3346.6,GC05-35-02600-01-030,R,GC05-18-910-01,J,,5,GC05-35
80011553,07/25/2018,08/21/2018,90020105,824.3,GC05-15-01180-01-030,R,GC05-18-902-01,J,,5,GC05-15
80011554,07/25/2018,08/21/2018,90020105,574.3,GC05-15-01180-01-030,R,GC05-18-902-01,J,,5,GC05-15
80011555,07/25/2018,08/21/2018,90020199,6151.2,GC05-20-01330-01-048,R,GC05-18-904-01,J,,5,GC05-20
80011556,07/25/2018,08/21/2018,90020212,0,GC05-20-01690-01-015,R,GC05-18-912-01,J,,5,GC05-20
80011557,07/25/2018,08/21/2018,90020202,1272.6,GC05-20-01330-01-050,R,GC05-18-904-01,J,,5,GC05-20
80011558,07/25/2018,08/21/2018,90020210,0,GC05-20-01330-01-050,R,GC05-18-904-01,J,,5,GC05-20
80011559,07/25/2018,08/21/2018,90020627,0,GC05-20-01330-01-050,R,GC05-18-904-01,J,,5,GC05-20
80011560,07/25/2018,08/21/2018,90020123,936,GC05-15-01180-01-030,R,GC05-18-902-01,J,,5,GC05-15
80011561,07/25/2018,08/21/2018,90020128,1227.6,GC05-15-01180-01-030,R,GC05-18-902-01,J,,5,GC05-15
80011562,07/25/2018,08/21/2018,22504,788.3,GC05-15-01180-01-048,R,GC05-18-902-01,J,,5,GC05-15
80011563,07/25/2018,08/21/2018,90020107,14486.4,GC05-15-01180-01-030,R,GC05-18-902-01,J,,5,GC05-15
80011564,07/25/2018,08/21/2018,90020194,1500,GC05-20-01330-01-045,R,GC05-18-904-01,J,,5,GC05-20
80011565,07/25/2018,08/21/2018,90020061,3625.3,GC05-10-01690-01-020,R,GC05-18-901-01,J,,5,GC05-10
80011566,07/25/2018,08/21/2018,90020119,1668.5,GC05-15-01180-01-030,R,GC05-18-902-01,J,,5,GC05-15
80011567,07/25/2018,08/21/2018,90020626,22289.6,GC05-15-01180-01-005,R,GC05-18-902-01,J,,5,GC05-15
80011568,07/25/2018,08/21/2018,90020213,8770,GC05-20-01690-01-015,R,GC05-18-912-01,J,,5,GC05-20
80011569,07/25/2018,08/21/2018,90020162,1000,GC05-20-01330-01-005,R,GC05-18-904-01,J,,5,GC05-20
80011570,07/25/2018,08/21/2018,22600,1740.6,GC05-20-01330-01-040,R,GC05-18-904-01,J,,5,GC05-20
80011571,07/25/2018,08/21/2018,90020207,2300.7,GC05-20-01330-01-050,R,GC05-18-904-01,J,,5,GC05-20
80011572,07/25/2018,08/21/2018,90020058,1800,GC05-10-01690-01-020,R,GC05-18-901-01,J,,5,GC05-10
80011573,07/25/2018,08/21/2018,90020056,2640,GC05-10-01690-01-015,R,GC05-18-901-01,J,,5,GC05-10
80011574,07/25/2018,08/21/2018,90020120,1149.8,GC05-15-01180-01-030,R,GC05-18-902-01,J,,5,GC05-15
80011575,07/26/2018,08/26/2018,90020564,816,GC05-40-03750-01-100,R,GC05-18-019-03,R,1008753,3,GC05-40
80011576,07/25/2018,08/26/2018,90020390,1638.6,GC05-30-01480-01-065,R,GC05-18-009-03,R,,5,GC05-30
80011577,07/25/2018,08/26/2018,90020390,16.4,GC05-30-01480-01-065,R,GC05-18-009-03,R,,5,GC05-30
80011578,07/25/2018,08/26/2018,90020390,544,GC05-30-01480-01-065,R,GC05-18-009-03,R,,5,GC05-30
80011579,07/25/2018,08/26/2018,90020376,557.2,GC05-30-01480-01-060,R,GC05-18-009-03,R,,5,GC05-30
80011580,07/25/2018,08/26/2018,90020376,2448,GC05-30-01480-01-060,R,GC05-18-009-03,R,,5,GC05-30
80011581,07/25/2018,08/26/2018,90020376,3808,GC05-30-01480-01-060,R,GC05-18-009-03,R,,5,GC05-30
80011582,07/25/2018,08/26/2018,90020356,0,GC05-25-01690-02-035,R,GC05-18-008-03,R,,5,GC05-25
80011583,07/25/2018,08/26/2018,90020397,0,GC05-30-01510-01-999,R,GC05-18-010-03,R,,5,GC05-30
80011584,07/25/2018,08/26/2018,90020191,2011.1,GC05-20-01330-01-045,R,GC05-18-904-01,J,,5,GC05-20
80011585,07/25/2018,08/26/2018,90020659,3198.1,GC05-35-02660-02-999,R,GC05-18-015-03,R,,5,GC05-35
80011587,07/30/2018,08/26/2018,90020163,1700,GC05-20-01330-01-005,R,GC05-18-904-01,J,,5,GC05-20
80011588,07/30/2018,08/26/2018,90020173,4.5,GC05-20-01330-01-005,R,GC05-18-904-01,J,,5,GC05-20
80011589,07/30/2018,08/26/2018,90020118,965.9,GC05-15-01180-01-030,R,GC05-18-902-01,J,,5,GC05-15
80011591,07/31/2018,08/26/2018,90020192,30672.9,GC05-20-01330-01-045,R,GC05-18-904-01,J,,5,GC05-20
80011598,08/08/18,08/26/2018,90020185,6119.4,GC05-20-01330-01-045,R,GC05-18-904-01,J,,5,GC05-20
80011599,08/08/18,08/26/2018,90020240,31550.5,GC05-25-01420-01-030,R,GC05-18-007-03,R,,3,GC05-25
80011352,03/27/2018,08/29/2018,90020565,1093.7,GC05-40-03750-01-100,R,GC05-18-019-03,R,,6,GC05-40
80011622,04/09/18,06/09/18,90020662,0,GC05-35-02660-02-999,R,GC05-18-015-03,R,1008805,2,GC05-35
80011609,03/09/18,10/09/18,22504,13.1,GC05-15-01180-01-048,R,GC05-18-003-03,R,1008799,3,GC05-15
80011623,04/09/18,10/09/18,90020467,0,GC05-35-02600-01-030,R,GC05-18-013-03,R,1008807,3,GC05-35
80011625,04/09/18,10/09/18,90020353,1632,GC05-25-01690-02-035,R,GC05-18-008-03,R,,3,GC05-25
80011629,04/09/18,10/09/18,90020350,816,GC05-25-01690-02-005,R,GC05-18-008-03,R,,4,GC05-25
80011621,04/09/18,11/09/18,22648,0,GC05-20-01330-01-045,R,GC05-18-005-03,R,1008791,3,GC05-20
80011630,07/09/18,11/09/18,90020390,1564,GC05-30-01480-01-065,R,GC05-18-009-03,R,1008783,2,GC05-30
80011631,04/09/18,11/09/18,90020229,952,GC05-25-01420-01-005,R,GC05-18-007-03,R,,3,GC05-25
80011638,11/09/18,11/09/18,22320,720,GC05-35-02660-03-999,R,GC05-18-015-03,R,,1,GC05-35
80011615,03/09/18,09/13/2018,90020369,0,GC05-25-01690-02-035,R,GC05-18-008-03,R,1008789,3,GC05-25
80011616,03/09/18,09/13/2018,90020364,0,GC05-25-01690-02-035,R,GC05-18-008-03,R,1008790,2,GC05-25
80011641,12/09/18,09/13/2018,90020202,1366.8,GC05-20-01330-01-050,R,GC05-18-005-03,R,1008832,1,GC05-20
80011644,09/13/2018,09/13/2018,90020374,720,GC05-30-01480-01-005,R,GC05-18-009-03,R,1008830,1,GC05-30
80011639,11/09/18,09/14/2018,90020376,840,GC05-30-01480-01-060,R,GC05-18-009-03,R,1008826,2,GC05-30
80011642,09/13/2018,09/14/2018,90020526,408,GC05-40-02710-01-080,R,GC05-18-017-03,R,1008831,2,GC05-40
80011643,09/13/2018,09/14/2018,90020091,961,GC05-15-01180-01-005,R,GC05-18-003-03,R,1008829,2,GC05-15
80011632,10/09/18,09/15/2018,90020220,952,GC05-20-01690-01-020,R,GC05-18-006-03,R,1008819,3,GC05-20
80011633,10/09/18,09/15/2018,22604,272,GC05-30-01480-01-065,R,GC05-18-009-03,R,1008813,1,GC05-30
80011634,10/09/18,09/15/2018,90020378,1156,GC05-30-01480-01-060,R,GC05-18-009-03,R,1008814,2,GC05-30
80011635,11/09/18,09/15/2018,90020463,4226.3,GC05-35-02600-01-005,R,GC05-18-013-03,R,,3,GC05-35
80011636,11/09/18,09/15/2018,22315,408,GC05-35-02660-03-999,R,GC05-18-015-03,R,,4,GC05-35
80011637,11/09/18,09/15/2018,90020353,2584,GC05-25-01690-02-035,R,GC05-18-008-03,R,,3,GC05-25
80011626,06/09/18,09/16/2018,90020414,578.9,GC05-30-01540-01-005,R,GC05-18-011-03,R,1008818,1,GC05-30
80011645,11/09/18,09/17/2018,90020105,0,GC05-15-01180-01-030,R,GC05-18-003-03,R,1008816,3,GC05-15
80011650,09/15/2018,09/17/2018,22593,680,GC05-20-01330-01-050,R,GC05-18-005-03,R,1008836,2,GC05-20
80011651,09/17/2018,09/17/2018,22643,612,GC05-30-01540-04-073,R,GC05-18-011-03,R,1008838,1,GC05-30
80011652,09/17/2018,09/17/2018,22604,408,GC05-30-01480-01-065,R,GC05-18-009-03,R,1008837,1,GC05-30
80011640,11/09/18,09/18/2018,90020074,689.9,GC05-25-01420-00-010,R,GC05-18-007-03,R,1008827,4,GC05-25
80011648,09/17/2018,09/19/2018,90020378,0,GC05-30-01480-01-060,R,GC05-18-009-03,R,1008835,1,GC05-30
80011654,09/19/2018,09/19/2018,90020271,3240,GC05-25-01420-02-030,R,GC05-18-007-03,R,,2,GC05-25
80011655,09/15/2018,09/19/2018,90020199,3273.5,GC05-20-01330-01-048,R,GC05-18-005-03,R,,3,GC05-20
80011656,09/19/2018,09/19/2018,90020137,544,GC05-15-01180-01-048,R,GC05-18-003-03,R,1008841,2,GC05-15
80011659,09/20/2018,09/21/2018,90020446,1976,GC05-30-01541-01-073,R,GC05-18-024-03,R,1008845,2,GC05-30
80011660,09/20/2018,09/21/2018,90020184,408,GC05-20-01330-01-045,R,GC05-18-005-03,R,1008853,1,GC05-20
80011649,09/17/2018,09/22/2018,90020119,2041.9,GC05-15-01180-01-030,R,GC05-18-003-03,R,,3,GC05-15
80011670,09/22/2018,09/23/2018,90020147,0,GC05-15-01270-01-005,R,GC05-18-004-03,R,1008858,1,GC05-15
80011661,09/21/2018,09/25/2018,90020390,1088,GC05-30-01480-01-065,R,GC05-18-009-03,R,1008849,2,GC05-30
80011663,09/21/2018,09/25/2018,90020376,4889.2,GC05-30-01480-01-060,R,GC05-18-009-03,R,1008851,2,GC05-30
80011664,09/21/2018,09/25/2018,90020386,544,GC05-30-01480-01-065,R,GC05-18-009-03,R,1008850,1,GC05-30
80011627,06/09/18,09/26/2018,90020320,1346,GC05-25-01690-01-005,R,GC05-18-008-03,R,1008815,4,GC05-25
80011628,04/09/18,09/26/2018,90020056,0,GC05-10-01690-01-015,R,GC05-18-002-03,R,,3,GC05-10
80011669,09/21/2018,09/26/2018,90020365,829.6,GC05-25-01690-02-035,R,GC05-18-008-03,R,1008846,1,GC05-25
80011673,09/23/2018,09/26/2018,90020276,7705,GC05-25-01420-02-030,R,GC05-18-007-03,R,1008861,2,GC05-25
80011671,09/26/2018,09/27/2018,22575,884,GC05-30-01480-01-060,R,GC05-18-009-03,R,1008859,1,GC05-30
80011675,09/27/2018,09/28/2018,90020376,1040.4,GC05-30-01480-01-060,R,GC05-18-009-03,R,1008864,1,GC05-30
80011676,09/27/2018,09/28/2018,90020239,1251.4,GC05-25-01420-01-030,R,GC05-18-007-03,R,1008863,2,GC05-25
80011678,09/28/2018,09/28/2018,90020272,1522.7,GC05-25-01420-02-030,R,GC05-18-007-03,R,1008867,2,GC05-25
80011601,08/28/2018,09/29/2018,21865,680,GC05-25-01420-00-015,R,GC05-18-007-03,R,,4,GC05-25
80011658,09/19/2018,09/29/2018,90020285,1088,GC05-25-01420-02-030,R,GC05-18-007-03,R,1008843,3,GC05-25
80011668,09/21/2018,09/30/2018,90020275,557.4,GC05-25-01420-02-030,R,GC05-18-007-03,R,1008857,3,GC05-25
80011679,09/28/2018,09/30/2018,90020330,816,GC05-25-01690-01-035,R,GC05-18-008-03,R,1008865,1,GC05-25
80011602,03/09/18,03/10/18,90020095,0,GC05-15-01180-01-005,R,GC05-18-003-03,R,1008792,4,GC05-15
80011604,03/09/18,03/10/18,90020096,0,GC05-15-01180-01-005,R,GC05-18-003-03,R,1008794,4,GC05-15
80011605,03/09/18,03/10/18,90020089,0,GC05-15-01180-01-005,R,GC05-18-003-03,R,1008795,4,GC05-15
80011606,03/09/18,03/10/18,90020090,0,GC05-15-01180-01-005,R,GC05-18-003-03,R,1008796,4,GC05-15
80011607,03/09/18,03/10/18,90020092,0,GC05-15-01180-01-005,R,GC05-18-003-03,R,1008797,4,GC05-15
80011608,03/09/18,03/10/18,90020093,0,GC05-15-01180-01-005,R,GC05-18-003-03,R,1008798,4,GC05-15
80011612,03/09/18,03/10/18,90020063,0,GC05-10-01690-01-020,R,GC05-18-002-03,R,1008802,4,GC05-10
80011613,03/09/18,03/10/18,90020303,0,GC05-25-01420-03-030,R,GC05-18-007-03,R,1008803,4,GC05-25
80011614,03/09/18,03/10/18,90020062,0,GC05-10-01690-01-020,R,GC05-18-002-03,R,1008804,4,GC05-10
80011617,03/09/18,03/10/18,90020306,0,GC05-25-01420-03-030,R,GC05-18-007-03,R,1008808,4,GC05-25
80011685,04/10/18,04/10/18,90020416,480,GC05-30-01540-01-005,R,GC05-18-011-03,R,1008875,1,GC05-30
80011689,04/10/18,05/10/18,90020243,0,GC05-25-01420-01-030,R,GC05-18-007-03,R,1008876,2,GC05-25
80011691,04/10/18,05/10/18,90020406,0,GC05-30-01540-00-999,R,GC05-18-011-03,R,1008879,1,GC05-30
80011684,04/10/18,06/10/18,90020599,340,GC05-25-01420-00-005,R,GC05-18-007-03,R,,2,GC05-25
80011724,08/10/18,08/10/18,90020606,0,GC05-15-01180-01-005,R,GC05-18-003-03,R,1008852,5,GC05-15
80011730,08/10/18,08/10/18,90020137,0,GC05-15-01180-01-048,R,GC05-18-003-03,R,1008913,5,GC05-15
80011734,08/10/18,08/10/18,90020435,1496,GC05-30-01540-04-005,R,GC05-18-011-03,R,1008910,2,GC05-30
80011736,08/10/18,08/10/18,90020430,612,GC05-30-01540-03-073,R,GC05-18-011-03,R,1008914,1,GC05-30
80011733,08/10/18,09/10/18,22634,1023.8,GC05-30-01540-04-005,R,GC05-18-011-03,R,1008909,1,GC05-30
80011732,08/10/18,10/10/18,90020365,0,GC05-25-01690-02-035,R,GC05-18-008-03,R,1008908,2,GC05-25
80011748,09/10/18,10/10/18,90020404,0,GC05-30-01540-00-999,R,GC05-18-011-03,R,1008915,1,GC05-30
80011749,09/10/18,10/10/18,90020365,3094,GC05-25-01690-02-035,R,GC05-18-008-03,R,1008922,2,GC05-25
80011646,09/17/2018,12/10/18,90020443,0,GC05-30-01540-04-073,R,GC05-18-011-03,R,,3,GC05-30
80011687,04/10/18,12/10/18,90020575,240,GC05-40-03780-01-115,R,GC05-18-020-03,R,1008869,3,GC05-40
80011688,04/10/18,12/10/18,90020662,3395.7,GC05-35-02660-02-999,R,GC05-18-015-03,R,,2,GC05-35
80011731,08/10/18,12/10/18,90020249,0,GC05-25-01420-01-030,R,GC05-18-007-03,R,1008889,2,GC05-25
80011752,09/10/18,12/10/18,90020241,816,GC05-25-01420-01-030,R,GC05-18-007-03,R,,3,GC05-25
80011754,11/10/18,12/10/18,90020423,0,GC05-30-01540-02-005,R,GC05-18-011-03,R,1008925,1,GC05-30
80011755,11/10/18,12/10/18,90020390,0,GC05-30-01480-01-065,R,GC05-18-009-03,R,1008924,1,GC05-30
80011756,12/10/18,12/10/18,90020404,816,GC05-30-01540-00-999,R,GC05-18-011-03,R,1008926,2,GC05-30
80011686,04/10/18,10/14/2018,90020563,1029.2,GC05-40-03750-01-100,R,GC05-18-019-03,R,1008874,3,GC05-40
80011729,08/10/18,10/15/2018,90020266,0,GC05-25-01420-02-005,R,GC05-18-007-03,R,1008912,,GC05-25
80011760,10/15/2018,10/16/2018,90020408,795,GC05-30-01540-00-999,R,GC05-18-011-03,R,1008929,1,GC05-30
80011761,10/15/2018,10/16/2018,90020353,5937.9,GC05-25-01690-02-035,R,GC05-18-008-03,R,,2,GC05-25
80011758,10/15/2018,10/17/2018,90020274,680,GC05-25-01420-02-030,R,GC05-18-007-03,R,1008930,2,GC05-25
80011763,10/17/2018,10/17/2018,90020436,1919.3,GC05-30-01540-04-005,R,GC05-18-011-03,R,1008935,1,GC05-30
80011764,10/17/2018,10/17/2018,22644,344.8,GC05-30-01540-04-073,R,GC05-18-011-03,R,1008936,1,GC05-30
80011653,09/18/2018,10/18/2018,90020261,556.9,GC05-25-01420-02-005,R,GC05-18-007-03,R,1008839,4,GC05-25
80011657,09/19/2018,10/19/2018,90020283,845.4,GC05-25-01420-02-030,R,GC05-18-007-03,R,1008842,4,GC05-25
80011768,10/18/2018,10/19/2018,90020249,712.4,GC05-25-01420-01-030,R,GC05-18-007-03,R,1008937,2,GC05-25
80011769,10/19/2018,10/19/2018,90020380,0,GC05-30-01480-01-060,R,GC05-18-009-03,R,1008942,1,GC05-30
80011770,10/19/2018,10/19/2018,90020376,1130,GC05-30-01480-01-060,R,GC05-18-009-03,R,1008938,1,GC05-30
80011771,10/19/2018,10/19/2018,22575,544,GC05-30-01480-01-060,R,GC05-18-009-03,R,1008941,1,GC05-30
80011772,10/19/2018,10/19/2018,90020390,886.4,GC05-30-01480-01-065,R,GC05-18-009-03,R,1008940,1,GC05-30
80011773,10/19/2018,10/19/2018,90020376,0,GC05-30-01480-01-060,R,GC05-18-009-03,R,1008939,2,GC05-30
80011774,10/19/2018,10/19/2018,22604,816,GC05-30-01480-01-065,R,GC05-18-009-03,R,1008927,3,GC05-30
80011776,10/19/2018,10/19/2018,90020378,1979.4,GC05-30-01480-01-060,R,GC05-18-009-03,R,1008943,2,GC05-30
80011662,09/21/2018,10/21/2018,22575,544,GC05-30-01480-01-060,R,GC05-18-009-03,R,1008847,3,GC05-30
80011666,09/21/2018,10/21/2018,90020056,1360,GC05-10-01690-01-015,R,GC05-18-002-03,R,1008855,5,GC05-10
80011777,10/24/2018,10/25/2018,90020376,0,GC05-30-01480-01-060,R,GC05-18-009-03,R,1008946,F,GC05-30
80011672,09/26/2018,10/26/2018,90020131,1200,GC05-15-01180-01-030,R,GC05-18-003-03,R,1008860,4,GC05-15
80011680,01/10/18,10/26/2018,90020181,1306.1,GC05-20-01330-01-040,R,GC05-18-005-03,R,,,GC05-20
80011757,10/16/2018,10/26/2018,90020235,0,GC05-25-01420-01-005,R,GC05-18-007-03,R,1008934,2,GC05-25
80011775,10/25/2018,10/26/2018,90020200,1172.5,GC05-20-01330-01-050,R,GC05-18-005-03,R,,5,GC05-20
80011781,10/26/2018,10/26/2018,90020435,816,GC05-30-01540-04-005,R,GC05-18-011-03,R,1008950,1,GC05-30
80011782,10/26/2018,10/26/2018,90020403,99.7,GC05-30-01540-00-999,R,GC05-18-011-03,R,1008949,2,GC05-30
80011759,10/16/2018,10/29/2018,90020447,2552,GC05-30-01541-01-073,R,GC05-18-024-03,R,1008931,3,GC05-30
80011780,10/26/2018,10/30/2018,22641,0,GC05-30-01540-04-073,R,GC05-18-011-03,R,1008951,1,GC05-30
80011789,10/30/2018,10/30/2018,90020661,0,GC05-35-02660-02-999,R,GC05-18-015-03,R,1008959,2,GC05-35
80011783,10/26/2018,10/31/2018,90020403,0,GC05-30-01540-00-999,R,GC05-18-011-03,R,1008952,3,GC05-30
80011785,10/29/2018,10/31/2018,90020229,217.5,GC05-25-01420-01-005,R,GC05-18-007-03,R,,3,GC05-25
80011786,10/29/2018,10/31/2018,90020074,242.1,GC05-25-01420-00-010,R,GC05-18-007-03,R,,3,GC05-25
80011787,10/29/2018,10/31/2018,90020173,0,GC05-20-01330-01-005,R,GC05-18-005-03,R,,3,GC05-20
80011788,10/30/2018,10/31/2018,90020423,1508,GC05-30-01540-02-005,R,GC05-18-011-03,R,1008960,3,GC05-30
80011790,10/31/2018,10/31/2018,90020404,0,GC05-30-01540-00-999,R,GC05-18-011-03,R,1008961,2,GC05-30
80011792,10/31/2018,10/31/2018,90020056,1295.6,GC05-10-01690-01-015,R,GC05-18-002-03,R,1008956,2,GC05-10
80011791,10/31/2018,01/11/18,22604,619.5,GC05-30-01480-01-065,R,GC05-18-009-03,R,1008963,3,GC05-30
80011681,02/10/18,02/11/18,90020215,544,GC05-20-01690-01-015,R,GC05-18-006-03,R,1008870,4,GC05-20
80011682,02/10/18,02/11/18,90020218,4.8,GC05-20-01690-01-020,R,GC05-18-006-03,R,1008871,4,GC05-20
80011683,02/10/18,02/11/18,90020084,0,GC05-25-01420-00-010,R,GC05-18-007-03,R,1008872,4,GC05-25
80011603,03/09/18,03/11/18,90020626,2882.7,GC05-15-01180-01-005,R,GC05-18-003-03,R,1008793,5,GC05-15
