WO,Date,MatCode,Value,Contractor,GL.Account
80008728,08/23/17,,408,150589,6207000200
80007322,08/31/16,,240,153334,6207000200
80008735,08/23/17,,272,150589,6207000200
80007317,08/31/16,,240,153334,6207000200
80008739,08/23/17,,408,150589,6207000200
70005378,10/17/19,91100556,30,151360,6207000203
70004705,08/31/16,,120,153334,6207000200
80009027,08/23/17,,272,150589,6207000200
80007198,08/31/16,,4250,150589,6207000200
80009418,08/24/17,,1640.4,155231,6207000203
70004712,08/31/16,,544,150589,6207000200
80007311,08/31/16,,1088,150589,6207000200
80007302,08/31/16,,816,150589,6207000200
70004673,08/31/16,,816,150589,6207000200
70005062,08/25/17,,120,156367,6207000203
70004678,08/31/16,,272,150589,6207000200
70004708,08/31/16,,816,150589,6207000200
80007198,08/31/16,,408,150589,6207000200
70004718,08/31/16,,544,150589,6207000200
80007313,08/31/16,,816,150589,6207000200
80007314,08/31/16,,272,150589,6207000200
80007316,09/01/16,,272,150589,6207000200
80007318,08/31/16,,2856,150589,6207000200
80007245,08/31/16,,3808,150589,6207000200
70004124,09/18/14,,950,151355,6207000201
70004123,09/18/14,,520,151355,6207000203
80012623,10/22/19,,-289.1,151359,6207000201
80012623,10/22/19,,-410.9,151359,6207000201
80007284,08/05/16,,3254.5,250646,6207000203
70004683,08/10/16,91100825,1174,250163,6207000203
70004695,08/30/16,,1280.6,250263,6207001404
70004695,08/30/16,,137.7,250263,6207001404
70004695,08/30/16,,1882.5,250263,6207001404
70004673,08/31/16,,272,150589,6207000200
80007317,08/31/16,,2040,150589,6207000200
80007317,08/31/16,,1088,150589,6207000200
70004718,08/31/16,,1224,150589,6207000200
70004710,08/31/16,,1224,150589,6207000200
70004683,08/31/16,,544,150589,6207000200
80007245,08/31/16,,544,150589,6207000200
80007320,08/31/16,,544,150589,6207000200
80007316,08/31/16,,1088,150589,6207000200
80007316,08/31/16,,544,150589,6207000200
80007320,08/31/16,,3060,150589,6207000200
70004684,08/31/16,,272,150589,6207000200
80007245,08/31/16,,2176,150589,6207000200
70004678,08/31/16,,816,150589,6207000200
70004659,08/31/16,,1088,150589,6207000200
70005398,10/17/19,,253.8,151365,6207000203
80012631,10/17/19,,10.9,151365,6207000203
80012631,10/17/19,,22.5,151365,6207000203
80012631,10/17/19,,19.3,151365,6207000203
80012631,10/17/19,,20.9,151365,6207000203
80012631,10/17/19,,8.8,151365,6207000203
80012631,10/17/19,,4.8,151365,6207000203
80012631,10/17/19,,2,151365,6207000203
80012631,10/17/19,,12.1,151365,6207000203
80012645,10/17/19,,127.8,151365,6207000203
80012645,10/17/19,,188,151365,6207000203
80012645,10/17/19,,52.6,151365,6207000203
70004119,09/29/14,,272,150589,6207000200
70005337,10/17/19,,183,150993,6207000203
70005321,10/17/19,,110.3,150993,6207000203
80006574,09/29/14,,544,150589,6207000200
80006562,09/29/14,,3536,150589,6207000200
70004100,09/29/14,,272,150589,6207000200
80006562,09/29/14,,408,150589,6207000200
70004124,09/29/14,,272,150589,6207000200
70004110,09/29/14,,408,150589,6207000200
70005352,10/20/19,,912,152597,6207000203
70004116,09/29/14,,408,150589,6207000200
80006574,09/29/14,,272,150589,6207000200
80006570,09/29/14,,680,150589,6207000200
80012425,10/21/19,,5000,153447,6207000203
80012616,10/21/19,,600,153447,6207000203
80012489,10/21/19,,600,153447,6207000203
80006521,09/30/14,,408,150589,6207000200
80012617,10/21/19,,260,154494,6207000202
80012617,10/21/19,,850,154494,6207000202
70004112,09/30/14,,612,150589,6207000200
70004112,09/30/14,,544,150589,6207000200
70004135,09/30/14,,408,150589,6207000200
70005404,10/18/19,,2040,150589,6207000200
70004159,09/30/14,,544,150589,6207000200
70005377,10/18/19,,272,150589,6207000200
70004123,09/30/14,,272,150589,6207000200
70005345,10/18/19,,272,150589,6207000200
80006574,09/30/14,,544,150589,6207000200
70005363,10/18/19,,272,150589,6207000200
70004127,09/30/14,,544,150589,6207000200
80006955,10/20/15,,218,250596,6207000203
80006955,10/20/15,,228.1,250596,6207000203
80006955,10/20/15,,139.2,250596,6207000203
80006955,10/20/15,,833,250596,6207000203
80006955,10/20/15,,48.1,250596,6207000203
80006955,10/20/15,,1612.7,250596,6207000203
80006955,10/20/15,,126.9,250596,6207000203
70005391,10/18/19,,136,150589,6207000200
80006574,09/30/14,,272,150589,6207000200
70005372,10/18/19,,272,150589,6207000200
80006574,09/30/14,,680,150589,6207000200
70005377,10/18/19,,272,150589,6207000200
80006574,09/30/14,,272,150589,6207000200
80012618,10/18/19,,136,150589,6207000200
80006570,09/30/14,,1224,150589,6207000200
80012649,10/18/19,,272,150589,6207000200
70004133,09/25/14,,90,153049,6207000203
80006913,10/01/15,,1010,155448,6207000201
80012652,10/18/19,,272,150589,6207000200
80012646,10/18/19,,136,150589,6207000200
80012653,10/18/19,,272,150589,6207000200
80012641,10/18/19,,272,150589,6207000200
80012644,10/18/19,,272,150589,6207000200
80012643,10/18/19,,136,150589,6207000200
80012645,10/18/19,,136,150589,6207000200
80012648,10/18/19,,272,150589,6207000200
80012647,10/18/19,,136,150589,6207000200
80012647,10/18/19,,136,150589,6207000200
70005404,10/18/19,,1224,150589,6207000200
80012618,10/18/19,,136,150589,6207000200
80012628,10/18/19,,204,150589,6207000200
80012642,10/18/19,,204,150589,6207000200
80012630,10/18/19,,272,150589,6207000200
80012635,10/18/19,,272,150589,6207000200
80012626,10/18/19,,544,150589,6207000200
80012629,10/18/19,,272,150589,6207000200
80012614,10/18/19,,272,150589,6207000200
80012628,10/18/19,,272,150589,6207000200
80012630,10/18/19,,544,150589,6207000200
80012577,10/18/19,,272,150589,6207000200
80012415,10/18/19,,272,150589,6207000200
70004676,08/31/16,,272,150589,6207000200
70004662,08/31/16,,544,150589,6207000200
80007316,08/31/16,,1088,150589,6207000200
80007198,08/31/16,,544,150589,6207000200
80007245,08/31/16,,4080,150589,6207000200
70004684,08/31/16,,272,150589,6207000200
80007311,08/31/16,,510,150589,6207000200
70004997,08/25/17,,210,156084,6207000201
70004671,08/31/16,,408,150589,6207000200
70004681,08/31/16,,816,150589,6207000200
70004684,08/31/16,,408,150589,6207000200
70004676,08/31/16,,544,150589,6207000200
70005014,07/31/17,,-94,155180,6207000203
70004684,08/31/16,,544,150589,6207000200
80007301,08/31/16,,1088,150589,6207000200
70004711,08/31/16,,544,150589,6207000200
70004660,08/31/16,,408,150589,6207000200
70004712,08/31/16,,544,150589,6207000200
70004664,08/31/16,,272,150589,6207000200
80007317,08/31/16,,680,150589,6207000200
80008728,08/30/17,,816,150589,6207000200
70004652,08/31/16,,408,150589,6207000200
80009379,08/30/17,,1904,150589,6207000200
80007047,08/31/16,,1156,150589,6207000200
80009382,08/30/17,,1496,150589,6207000200
70004688,08/31/16,,153,150589,6207000200
80009418,08/30/17,,6120,150589,6207000200
70004687,08/31/16,,272,150589,6207000200
80009419,08/30/17,,816,150589,6207000200
80011949,10/18/19,,698.3,156140,6207000201
70004665,08/31/16,,102,150589,6207000200
80009426,08/30/17,,1224,150589,6207000200
70004710,08/31/16,,680,150589,6207000200
80009526,08/30/17,,544,150589,6207000201
70004712,08/31/16,,680,150589,6207000200
80009102,08/30/17,,2040,153334,6207000200
80007047,08/31/16,,255,150589,6207000200
80009364,08/30/17,,1800,153334,6207000200
80007369,08/31/16,,1904,150589,6207000200
80009373,08/30/17,,960,153334,6207000200
80007370,08/31/16,,1768,150589,6207000200
80009422,08/30/17,,3240,153334,6207000200
80009444,08/30/17,,480,153334,6207000200
80009443,08/30/17,,1320,153334,6207000200
80009446,08/30/17,,1080,153334,6207000200
70004689,08/03/16,,390,150465,6207000201
80009458,08/30/17,,1320,153334,6207000200
70004689,08/03/16,,220,150465,6207000203
80007337,08/25/16,,60.7,150508,6207000203
80007337,08/29/16,,196.7,151360,6207000203
70004664,08/31/16,,0.8,151365,6207000203
70004689,08/30/16,,75.6,150583,6207000203
70004689,08/22/16,,421,150583,6207000203
70004810,08/31/16,,34.2,150249,6207000203
70004673,08/31/16,,295.1,151360,6207000203
70004694,08/30/16,,-54.9,151365,6207000203
70004694,08/30/16,,29.2,151365,6207000203
80009379,08/28/17,,444.5,150508,6207000203
80009379,08/28/17,,72.1,150508,6207000203
80009379,08/28/17,,32.4,150508,6207000203
80009379,08/28/17,,57,150508,6207000203
80009379,08/28/17,,81.2,150508,6207000203
80009382,08/04/17,,120,150465,6207000201
80009444,08/04/17,,400,150465,6207000201
70004133,09/30/14,,560,150465,6207000203
70004133,09/30/14,,320,150465,6207000201
70004133,09/30/14,,400,150465,6207000201
70004133,09/30/14,,270,150465,6207000201
70004133,09/30/14,,100,150465,6207000201
80009444,08/30/17,,133.4,153271,6207000203
80009444,08/30/17,,3,153271,6207000203
70004133,09/30/14,,130,152233,6207000203
70004133,09/30/14,,16,152233,6207000203
70004133,09/30/14,,9.9,152233,6207000203
70004133,09/30/14,,15,152233,6207000203
70004133,09/30/14,,8,152233,6207000203
70004133,09/30/14,,7,152233,6207000203
70004133,09/30/14,,25,152233,6207000203
70004133,09/30/14,,1,152233,6207000203
70004262,09/11/14,,4658.7,151521,6207000201
70004268,09/30/14,,25.6,150249,6207000203
70004267,09/30/14,,51.2,150249,6207000203
70004107,09/30/14,,238.2,150508,6207000203
70004133,09/30/14,,38.1,151365,6207000203
70004267,10/01/14,,55.2,150249,6207000203
70004107,09/30/14,,113.6,150508,6207000203
70004107,09/29/14,,756.4,150583,6207000203
80007198,08/31/16,,320,155725,6207000201
70004694,08/30/16,,-29.2,151365,6207000203
70004694,08/30/16,,27.5,151365,6207000203
80007287,08/23/16,,1400,151355,6207000201
70004133,09/03/14,,460,155402,6207000201
80006574,09/22/14,,150,155019,6207000201
80006564,09/29/14,,4500,150687,6207001101
80006564,10/01/14,,640,154767,6207001101
80006564,10/01/14,,256,154767,6207001101
80006564,10/01/14,,396,154767,6207001101
80006564,10/01/14,,288,154767,6207001101
70004173,09/29/14,,3000,150687,6297000000
80007317,08/25/16,,15694,150687,6207001101
80007317,08/25/16,,3080,150687,6207001101
70004719,08/25/16,,572,150687,6297000000
70004721,08/25/16,,1832,150687,6297000000
70004722,08/25/16,,1031,150687,6297000000
70004723,08/25/16,,3322,150687,6297000000
70004724,08/25/16,,229,150687,6297000000
70004726,08/25/16,,916,150687,6297000000
70004726,08/25/16,,916,150687,6297000000
70004731,08/25/16,,458,150687,6297000000
70004725,08/25/16,,229,150687,6297000000
70004726,08/25/16,,572,150687,6297000000
70004719,08/25/16,,2405,150687,6297000000
70004719,08/25/16,,2405,150687,6297000000
70004689,08/31/16,,282.1,150583,6207000203
80007317,08/19/16,,242.5,150589,6207001103
80007317,08/19/16,,194,150589,6207001103
80007317,08/19/16,91101659,245,150589,6207001103
70004663,09/02/16,,160,152597,6207000201
70004663,09/02/16,,470.2,152597,6207000203
70004668,08/24/16,,-199,250459,6207000203
70004668,08/24/16,,-226,250459,6207000203
70004668,08/24/16,,-74,250459,6207000203
70004668,08/24/16,,222.7,250459,6207000203
70004668,08/24/16,,252.9,250459,6207000203
70004668,08/24/16,,23.5,250459,6207000203
70004681,08/12/16,,100,450466,6207000201
70004681,08/12/16,,140,450466,6207000201
70004706,08/12/16,,100,450466,6207000203
70004706,08/12/16,,180,450466,6207000203
80007320,08/12/16,,400,450466,6207000201
80007317,08/12/16,,310,450466,6207000201
80007337,08/30/16,,5400,153334,6207000201
80007151,08/30/16,,780,153334,6207000203
70004664,09/02/16,,19.4,151360,6207000203
80007284,08/30/16,,768,B1050,6207001400
70004664,09/02/16,,46.6,151365,6207000203
70004662,08/01/16,,255,153447,6207000203
70004662,08/01/16,,130,153447,6207000203
80007275,08/01/16,,880,153447,6207000203
80007275,08/01/16,,445,153447,6207000203
80007287,08/01/16,,130,153447,6207000203
70004652,08/01/16,,1640,153447,6207000203
80007322,08/31/16,,1300,155980,6207000201
80007317,08/31/16,,320,155980,6207000202
80007320,08/31/16,,4240,155980,6207000202
80007317,08/31/16,,1380,155980,6207000202
80007336,08/31/16,,2250,155980,6207000202
80007336,08/31/16,,320,155980,6207000202
80007336,08/31/16,,630,155980,6207000202
80007336,08/31/16,,580,155980,6207000202
80007317,08/31/16,,2720,155980,6207000202
80007047,08/31/16,,420,155980,6207000202
80007317,08/31/16,,127.3,155980,6207000202
80007317,08/25/16,,320,150687,6207001101
80007317,08/25/16,,240,150687,6207001101
80007317,08/25/16,,900,150687,6207001101
80007317,08/25/16,,900,150687,6207001101
70004719,08/25/16,,114,150687,6297000000
70004719,08/25/16,,40,150687,6297000000
70004719,08/25/16,,200,150687,6297000000
70004739,08/25/16,,80,150687,6297000000
70004726,08/25/16,,240,150687,6297000000
70004736,08/25/16,,640,150687,6297000000
70004731,08/25/16,,40,150687,6297000000
70004727,08/25/16,,160,150687,6297000000
70004726,08/25/16,,960,150687,6297000000
70004722,08/25/16,,1140,150687,6297000000
70004721,08/25/16,,480,150687,6297000000
70004719,08/25/16,,400,150687,6297000000
80007300,08/18/16,,880,150589,6207000203
70004689,08/30/16,,130,152233,6207000203
70004689,08/30/16,,16,152233,6207000203
70004689,08/30/16,,13.2,152233,6207000203
70004689,08/30/16,,15,152233,6207000203
70004689,08/30/16,,8,152233,6207000203
70004689,08/30/16,,7,152233,6207000203
70004689,08/30/16,,1,152233,6207000203
70004133,09/18/14,,1500,151355,6207000202
70004104,09/18/14,,637,151355,6207000202
70004099,09/18/14,,152,151355,6207000202
70004133,09/30/14,,233,150583,6207000203
80006577,09/30/14,,2280,153334,6207000200
70004133,09/30/14,,240,153334,6207000200
80006564,09/30/14,,1320,153334,6207000200
80006518,09/30/14,,960,153334,6207000200
80006521,09/30/14,,1680,153334,6207000200
70004112,09/30/14,,240,153334,6207000200
70004116,09/30/14,,240,153334,6207000200
70004133,09/30/14,,240,153334,6207000200
70004134,10/01/14,,106.3,151365,6207000203
70004681,09/01/16,,70,156043,6207000200
70004664,09/06/16,91100193,51.4,151466,6207000203
70004809,09/06/16,,420,155628,6207000203
80012293,10/01/19,,-125.9,155732,6207000203
80012293,10/21/19,,101.5,155732,6207000203
70004105,09/30/14,,495,153447,6207000203
70004101,09/30/14,,2590,153447,6207000203
70004095,09/30/14,,1180,153447,6207000203
70004095,09/30/14,,860,153447,6207000203
70004112,09/30/14,,250,450466,6207000201
70004139,09/30/14,,160,450466,6207000201
70004095,09/30/14,,280,450466,6207000201
70004149,09/30/14,,850,150589,6207000203
80006570,09/30/14,,2050,150589,6207000203
80006570,09/30/14,,1050,150589,6207000203
70004149,09/30/14,,380,150589,6207000203
70004149,09/30/14,,450,150589,6207000203
80006563,09/30/14,,696,150589,6207000203
80006563,09/30/14,,950,150589,6207000203
80006563,09/30/14,,120,150589,6207000203
80006563,09/30/14,,1710,150589,6207000203
80006563,09/30/14,,520,150589,6207000203
70004149,09/30/14,,350,150589,6207000203
80006577,09/30/14,,730,153334,6207000203
70004133,09/30/14,,1100,153334,6207000203
70004133,09/30/14,,70,153334,6207000203
80006580,09/30/14,,4700,153334,6207000202
70004140,09/26/14,,150,155327,6207000201
70004140,09/26/14,,200,155327,6207000201
70004133,09/25/14,,440,153271,6207000203
70005378,10/24/19,91100755,171,151468,6207000203
80006518,09/26/14,,75,150589,6207000203
80006521,09/30/14,,414,155418,6207000202
80006564,09/30/14,,2350.4,155418,6207000202
70004111,09/30/14,,40,155418,6207000202
80006564,09/30/14,,220,155418,6207000202
80006570,09/30/14,,220,155418,6207000202
70004104,09/30/14,,270,155418,6207000202
70004096,09/30/14,,220,155418,6207000202
80006562,09/30/14,,220,155418,6207000202
80006577,09/30/14,,1852.2,155418,6207000202
80006564,09/30/14,,972,155418,6207000202
70004127,09/30/14,,240,155418,6207000202
80006564,09/30/14,,274,155418,6207000202
80006564,09/30/14,,310,450466,6207000201
70004105,09/26/14,,256.6,151337,6207000203
70004105,09/26/14,,103.4,151337,6207000203
70004105,09/26/14,,268.4,151337,6207000203
70004105,09/26/14,,156,151337,6207000201
70004105,09/30/14,,164.1,152233,6207001404
70004135,09/30/14,,248,155448,6207000203
70004135,09/30/14,,140,155448,6207000201
70004124,09/24/14,,70,154781,6207000200
70004120,09/23/14,91101005,876.5,250163,6207000203
80006955,10/20/15,,-218,250596,6207000203
80006955,10/20/15,,-228.1,250596,6207000203
80006955,10/20/15,,-139.2,250596,6207000203
80006955,10/20/15,,-833,250596,6207000203
80006955,10/20/15,,-48.1,250596,6207000203
80006955,10/20/15,,-1612.7,250596,6207000203
80006955,10/20/15,,-126.9,250596,6207000203
70004612,10/27/15,,143.8,150249,6207000203
70005388,10/23/19,,177.5,154206,6207000203
70005378,10/22/19,91100128,6.9,151466,6207000203
70005378,10/22/19,91100151,24.1,151466,6207000203
70004613,10/27/15,91101362,17.7,150249,6207000203
80012623,10/22/19,,418.2,151359,6207000201
70004460,10/27/15,91101931,70.8,153144,6207000203
70004133,10/02/14,,367.1,150583,6207000203
70004107,10/02/14,,205.2,150583,6207000203
70004139,10/02/14,,78.8,150583,6207000203
70004121,10/02/14,,53.4,151365,6207000203
70004491,10/06/15,,100,155175,6207001403
70005014,08/01/17,,94.3,155180,6207000203
70005015,08/01/17,,16.5,155180,6207000201
70005077,08/30/17,,50,151355,6207000203
70004978,08/30/17,91102215,11.4,155632,6207000203
80006995,10/30/15,,450,155980,6207000202
80006995,10/30/15,,90.9,155980,6207000202
80006979,10/30/15,,350,155980,6207000202
80006979,10/30/15,,680,155980,6207000202
80006979,10/30/15,,205,155980,6207000202
80006981,10/30/15,,363.4,155980,6207000202
80006981,10/30/15,,245,155980,6207000202
80006979,10/30/15,,585,155980,6207000202
80006979,10/30/15,,585,155980,6207000202
80006979,10/30/15,,220,155980,6207000202
80006979,10/30/15,,625,155980,6207000202
80006979,10/30/15,,350,155980,6207000202
80006955,10/29/15,,-2785,250596,6207000201
80006955,10/29/15,,2804,250596,6207000201
70004599,10/07/15,,24,153445,6207000202
70005249,12/10/18,,160,153493,6207000201
70004485,10/30/15,,4,152233,6207000203
70004485,10/01/15,,330,150465,6207000203
80011874,12/07/18,,146.5,150508,6207000203
80011874,12/07/18,,52.1,150508,6207000203
80011874,12/07/18,,37.5,150508,6207000203
80011874,12/07/18,,77.5,150508,6207000203
80006574,10/01/14,,765,150873,6207000203
70005388,10/23/19,,836,155944,6207000203
70005352,10/23/19,,-912,152597,6207000203
70005178,12/11/18,,-144,150993,6207000203
70005178,12/11/18,,-94,150993,6207000203
70005235,12/10/18,91100104,9.2,151360,6207000203
70005235,12/10/18,91100108,29.2,151360,6207000203
80009418,08/28/17,,1250,152930,6207000203
70004755,09/09/16,,170,150589,6207000200
70004712,09/09/16,,680,150589,6207000200
80007320,09/09/16,,408,150589,6207000200
80007376,09/09/16,,680,150589,6207000200
80007047,09/09/16,,544,150589,6207000200
80007377,09/09/16,,816,150589,6207000200
80007371,09/09/16,,272,150589,6207000200
70004664,09/09/16,,408,150589,6207000200
70004492,10/30/15,,430.5,155723,6207001001
70004795,09/07/16,,280,151355,6207000200
70004795,09/07/16,,164,151355,6207000200
70004813,09/07/16,,102.5,151355,6207000200
70004798,09/07/16,,420,151355,6207000200
70004798,09/07/16,,225.5,151355,6207000200
70004798,09/07/16,,420,151355,6207000200
70004798,09/07/16,,492,151355,6207000200
70004796,09/07/16,,35,151355,6207000200
70004796,09/07/16,,41,151355,6207000200
70004797,09/07/16,,105,151355,6207000200
70004797,09/07/16,,123,151355,6207000200
70004798,09/07/16,,34,151355,6207000203
70004795,09/07/16,,108,151355,6207000203
70004705,09/07/16,,294,155723,6207001003
80006995,10/26/15,,204,151355,6207000201
70004546,10/30/15,,80,150687,6297000000
70004546,10/30/15,,160,150687,6297000000
70004553,10/30/15,,880,150687,6297000000
70004552,10/30/15,,720,150687,6297000000
70004563,10/30/15,,160,150687,6297000000
70004559,10/30/15,,160,150687,6297000000
70004555,10/30/15,,400,150687,6297000000
70004554,10/30/15,,80,150687,6297000000
70004553,10/30/15,,1800,150687,6297000000
70004553,10/30/15,,240,150687,6297000000
70004551,10/30/15,,160,150687,6297000000
70004548,10/30/15,,1120,150687,6297000000
70004546,10/30/15,,480,150687,6297000000
70004477,10/21/15,,66.6,150583,6207000203
80006564,09/29/14,,2904,150687,6207001101
70004168,09/29/14,,225.9,150687,6297000000
70004170,09/29/14,,451.8,150687,6297000000
70004176,09/29/14,,451.8,150687,6297000000
70004174,09/29/14,,451.8,150687,6297000000
70004177,09/29/14,,225.9,150687,6297000000
70004188,09/29/14,,451.8,150687,6297000000
70004176,09/29/14,,1694.4,150687,6297000000
70004175,09/29/14,,1694.4,150687,6297000000
70004168,09/29/14,,2485.1,150687,6297000000
70004169,09/29/14,,2485.1,150687,6297000000
70004257,09/30/14,,75,151355,6207000202
70004310,09/30/14,,76,151355,6207000201
70004253,09/30/14,,216,151355,6207000201
70004257,09/30/14,,152,151355,6207000201
70004269,09/30/14,,585,151355,6207000202
70004269,09/30/14,,560,151355,6207000202
70004257,09/30/14,,76,151355,6207000201
70004259,09/30/14,,310,151355,6207000202
70004269,09/30/14,,164,151355,6207000201
70004262,09/30/14,,140,151355,6207000201
70004262,09/30/14,,270,151355,6207000202
70004262,09/03/14,,270,151355,6207000203
70004148,09/23/14,,280,155507,6207000203
80012345,10/25/19,,3942,155173,6207000200
70004460,10/26/15,,522,150873,6207000203
70004612,10/26/15,,1.8,150873,6207000203
70004107,10/06/14,91101929,36,153144,6207000203
70004133,10/06/14,,94.8,151365,6207000203
70004107,10/03/14,,149.1,151365,6207000203
70004460,10/27/15,,133.5,151365,6207000203
70004460,10/27/15,,110,151355,6207000203
70004485,10/29/15,,244.8,150583,6207000203
80006980,10/29/15,,1200,153334,6207000200
70004457,10/29/15,,240,153334,6207000200
70004501,10/29/15,,240,153334,6207000200
70004501,10/29/15,,360,153334,6207000200
80006844,10/29/15,,240,153334,6207000200
80006944,10/29/15,,240,153334,6207000200
80006853,10/29/15,,240,153334,6207000200
70004477,10/29/15,,240,153334,6207000200
70004501,10/29/15,,1440,153334,6207000200
70004469,10/29/15,,360,153334,6207000200
80011808,12/12/18,,1052,152301,6207000203
80006955,10/29/15,,2785,250596,6207000201
80008728,08/31/17,,169.7,151360,6207000203
80008728,08/31/17,,10.4,151360,6207000203
80009397,08/31/17,,315,150374,6207000203
80009397,08/31/17,,30,150374,6207000203
80009384,08/31/17,,360,153447,6207000203
80009384,08/31/17,,780,153447,6207000203
80009124,08/31/17,,913.8,155732,6207000203
80009124,08/31/17,,350.6,155732,6207000203
80009418,08/24/17,,222,155231,6207000203
80009418,08/24/17,,45,155231,6207000203
70004485,10/29/15,,130,152233,6207000203
70004485,10/29/15,,16,152233,6207000203
70004485,10/29/15,,13.2,152233,6207000203
70004485,10/29/15,,15,152233,6207000203
70005340,10/25/19,,178.9,150993,6207000203
70005337,10/25/19,,24.5,150993,6207000203
70004485,10/29/15,,8,152233,6207000203
70004485,10/29/15,,7,152233,6207000203
70004485,10/29/15,,25,152233,6207000203
70004485,10/29/15,,1,152233,6207000203
80006978,10/29/15,,780,153447,6207000203
70004472,10/29/15,,720,153447,6207000203
70004477,10/29/15,,600,153447,6207000203
80006978,10/29/15,,1100,153447,6207000203
80006978,10/29/15,,650,153447,6207000203
80006978,10/29/15,,1100,153447,6207000203
70004450,10/26/15,91100230,696,151468,6207000203
70004450,10/26/15,91100535,102,151468,6207000203
80008084,08/31/17,,1536,151112,6207000201
80008084,08/31/17,,600,151112,6207000201
70004460,10/30/15,,211.2,151365,6207000203
70004596,10/30/15,,160,151355,6207000203
70004596,10/30/15,,192,151355,6207000203
70004598,10/30/15,,43,151355,6207000203
70004596,10/30/15,,141,151355,6207000203
70004596,10/30/15,,175,151355,6207000200
70005062,08/31/17,,576.2,151008,6207000203
70004596,10/30/15,,205,151355,6207000200
70004598,10/30/15,,70,151355,6207000200
70004598,10/30/15,,82,151355,6207000200
70004977,08/31/17,,1161.2,152597,6207000203
70004602,10/30/15,,35,151355,6207000200
70004977,08/10/17,,160,152597,6207000201
70004602,10/30/15,,41,151355,6207000200
70004596,10/30/15,,140,151355,6207000200
70004596,10/30/15,,164,151355,6207000200
70004598,10/30/15,,70,151355,6207000200
70004598,10/30/15,,82,151355,6207000200
70004596,10/30/15,,105,151355,6207000200
70004596,10/30/15,,123,151355,6207000200
80009397,08/30/17,,42.3,151365,6207000203
70005003,08/30/17,,130,152233,6207000203
70005003,08/30/17,,16,152233,6207000203
70005003,08/30/17,,13.2,152233,6207000203
70005003,08/30/17,,15,152233,6207000203
70005003,08/30/17,,8,152233,6207000203
70005003,08/30/17,,8,152233,6207000203
70005003,08/30/17,,7,152233,6207000203
70005327,10/30/19,,300,155980,6207000200
80012666,10/30/19,,1200,155980,6207000202
80012598,10/30/19,,480,155980,6207000202
80012417,10/30/19,,600,155980,6207000202
70005378,10/30/19,,1360,155980,6207000202
80012459,10/30/19,,1600,155980,6207000202
80012412,10/30/19,,950,155980,6207000202
70005345,10/30/19,,600,155980,6207000202
80012480,10/30/19,,2580,155980,6207000202
80012417,10/30/19,,1796.4,155980,6207000202
80012423,10/30/19,,5020,155980,6207000202
70005378,10/30/19,,1618,155980,6207000202
80012640,10/30/19,,3000,155980,6207000201
80012640,10/30/19,,3000,155980,6207000201
70004464,10/31/15,,35,151355,6207000200
70005368,10/29/19,,70,156043,6207000200
70004464,10/31/15,,41,151355,6207000200
80006995,10/31/15,,87.5,151355,6207000200
80012604,10/30/19,,152,151355,6207000200
80006995,10/31/15,,102.5,151355,6207000200
80006909,10/30/15,,612,150589,6207000200
80006979,10/30/15,,272,150589,6207000200
70004472,10/30/15,,136,150589,6207000200
80006973,10/30/15,,408,150589,6207000200
70004480,10/30/15,,272,150589,6207000200
80006979,10/30/15,,1088,150589,6207000200
80006995,10/30/15,,544,150589,6207000200
70004480,10/30/15,,272,150589,6207000200
80006984,10/30/15,,272,150589,6207000200
70004473,10/30/15,,272,150589,6207000200
70004539,10/30/15,,272,150589,6207000200
80006995,10/30/15,,1360,150589,6207000200
80006978,10/30/15,,1088,150589,6207000200
80006979,10/30/15,,1088,150589,6207000200
70004491,10/30/15,,1100,156055,6207001403
70005235,12/12/18,91100206,188.8,155231,6207000203
70004491,10/30/15,,28,156055,6207001403
70005235,12/12/18,91100625,338,155231,6207000203
70005196,12/12/18,,100.3,150993,6207000203
70005196,12/12/18,,83.6,150993,6207000203
80011788,12/13/18,,828,150589,6207000203
80011568,12/13/18,,1680,150589,6207000203
80011627,12/13/18,,190,150589,6207000203
80011770,12/13/18,,450,150589,6207000203
80011703,12/13/18,,425,150589,6207000203
80011775,12/13/18,,850,150589,6207000203
80011716,12/13/18,,1450,150589,6207000203
80011693,12/13/18,,720,150589,6207000203
80011871,12/13/18,,8896,150589,6207000203
80006979,11/03/15,,952.6,155115,6207001103
70005003,08/31/17,,104,152233,6207000203
70005003,08/31/17,,14,152233,6207000203
70005003,08/31/17,,14,152233,6207000203
80009397,08/31/17,,580,155980,6207000202
80009397,08/31/17,,2100,155980,6207000202
70004612,10/30/15,,615.7,150249,6207000203
70004613,10/30/15,,153.7,150249,6207000203
70004612,10/30/15,,96,150249,6207000203
70005244,12/12/18,,20,155180,6207000201
70004613,10/30/15,,370.5,150249,6207000203
70005285,12/12/18,,350,155448,6207000202
70005285,12/12/18,,250,155448,6207000202
70005285,12/12/18,,650,155448,6207000202
70005285,12/12/18,,470,155448,6207000202
70005285,12/12/18,,170,155448,6207000202
70005285,12/12/18,,200,155448,6207000202
70005285,12/12/18,,350,155448,6207000202
70005285,12/12/18,,87,155448,6207000202
70005285,12/12/18,,74,155448,6207000202
70005285,12/12/18,,150,155448,6207000202
80006981,10/30/15,,145.8,151365,6207000203
70004460,10/30/15,,28.2,151365,6207000203
70005070,09/01/17,,43.5,156367,6207000203
70005070,09/01/17,,56.4,156367,6207000203
